Team,year,Distance,Frequency
San Antonio Spurs,2012,3-10 ft,0.203
San Antonio Spurs,2012,10-16 ft,0.099
San Antonio Spurs,2012,Over 16 ft,0.164
San Antonio Spurs,2012,3P Corner,0.080955
San Antonio Spurs,2012,3P Top,0.176045
San Antonio Spurs,2013,0-3 ft,0.298
San Antonio Spurs,2013,3-10 ft,0.178
San Antonio Spurs,2013,10-16 ft,0.096
San Antonio Spurs,2013,Over 16 ft,0.163
San Antonio Spurs,2013,3P Corner,0.0924
San Antonio Spurs,2013,3P Top,0.1716
San Antonio Spurs,2014,0-3 ft,0.287
San Antonio Spurs,2014,3-10 ft,0.185
San Antonio Spurs,2014,10-16 ft,0.09
San Antonio Spurs,2014,Over 16 ft,0.181
San Antonio Spurs,2014,3P Corner,0.076843
San Antonio Spurs,2014,3P Top,0.180157
San Antonio Spurs,2015,0-3 ft,0.276
San Antonio Spurs,2015,3-10 ft,0.203
San Antonio Spurs,2015,10-16 ft,0.103
San Antonio Spurs,2015,Over 16 ft,0.148
San Antonio Spurs,2015,3P Corner,0.077203
San Antonio Spurs,2015,3P Top,0.191797
San Antonio Spurs,2016,0-3 ft,0.264
San Antonio Spurs,2016,3-10 ft,0.175
San Antonio Spurs,2016,10-16 ft,0.137
San Antonio Spurs,2016,Over 16 ft,0.201
San Antonio Spurs,2016,3P Corner,0.063109
San Antonio Spurs,2016,3P Top,0.159891
San Antonio Spurs,2017,0-3 ft,0.255
San Antonio Spurs,2017,3-10 ft,0.159
San Antonio Spurs,2017,10-16 ft,0.116
San Antonio Spurs,2017,Over 16 ft,0.191
San Antonio Spurs,2017,3P Corner,0.075308
San Antonio Spurs,2017,3P Top,0.205692
San Antonio Spurs,2018,0-3 ft,0.261
San Antonio Spurs,2018,3-10 ft,0.169
San Antonio Spurs,2018,10-16 ft,0.143
San Antonio Spurs,2018,Over 16 ft,0.144
San Antonio Spurs,2018,3P Corner,0.06627
San Antonio Spurs,2018,3P Top,0.21573
Toronto Raptors,2001,0-3 ft,0.264
Toronto Raptors,2001,3-10 ft,0.124
Toronto Raptors,2001,10-16 ft,0.145
Toronto Raptors,2001,Over 16 ft,0.3
Toronto Raptors,2001,3P Corner,0.037241
Toronto Raptors,2001,3P Top,0.129759
Toronto Raptors,2002,0-3 ft,0.284
Toronto Raptors,2002,3-10 ft,0.121
Toronto Raptors,2002,10-16 ft,0.192
Toronto Raptors,2002,Over 16 ft,0.238
Toronto Raptors,2002,3P Corner,0.03531
Toronto Raptors,2002,3P Top,0.12969
Toronto Raptors,2003,0-3 ft,0.278
Toronto Raptors,2003,3-10 ft,0.135
Toronto Raptors,2003,10-16 ft,0.144
Toronto Raptors,2003,Over 16 ft,0.263
Toronto Raptors,2003,3P Corner,0.048688
Toronto Raptors,2003,3P Top,0.130312
Toronto Raptors,2004,0-3 ft,0.252
Toronto Raptors,2004,3-10 ft,0.123
Toronto Raptors,2004,10-16 ft,0.155
Toronto Raptors,2004,Over 16 ft,0.267
Toronto Raptors,2004,3P Corner,0.092004
Toronto Raptors,2004,3P Top,0.111996
Toronto Raptors,2005,0-3 ft,0.283
Toronto Raptors,2005,3-10 ft,0.123
Toronto Raptors,2005,10-16 ft,0.136
Toronto Raptors,2005,Over 16 ft,0.206
Toronto Raptors,2005,3P Corner,0.097152
Toronto Raptors,2005,3P Top,0.155848
Toronto Raptors,2006,0-3 ft,0.279
Toronto Raptors,2006,3-10 ft,0.135
Toronto Raptors,2006,10-16 ft,0.128
Toronto Raptors,2006,Over 16 ft,0.214
Toronto Raptors,2006,3P Corner,0.085888
Toronto Raptors,2006,3P Top,0.158112
Toronto Raptors,2007,0-3 ft,0.277
Toronto Raptors,2007,3-10 ft,0.109
Toronto Raptors,2007,10-16 ft,0.117
Toronto Raptors,2007,Over 16 ft,0.273
Toronto Raptors,2007,3P Corner,0.073696
Toronto Raptors,2007,3P Top,0.150304
Toronto Raptors,2008,0-3 ft,0.272
Toronto Raptors,2008,3-10 ft,0.085
Toronto Raptors,2008,10-16 ft,0.111
Toronto Raptors,2008,Over 16 ft,0.314
Toronto Raptors,2008,3P Corner,0.067487
Toronto Raptors,2008,3P Top,0.149513
Toronto Raptors,2009,0-3 ft,0.264
Toronto Raptors,2009,3-10 ft,0.117
Toronto Raptors,2009,10-16 ft,0.132
Toronto Raptors,2009,Over 16 ft,0.294
Toronto Raptors,2009,3P Corner,0.047671
Toronto Raptors,2009,3P Top,0.145329
Toronto Raptors,2010,0-3 ft,0.308
Toronto Raptors,2010,3-10 ft,0.133
Toronto Raptors,2010,10-16 ft,0.111
Toronto Raptors,2010,Over 16 ft,0.238
Toronto Raptors,2010,3P Corner,0.045365
Toronto Raptors,2010,3P Top,0.165635
Toronto Raptors,2011,0-3 ft,0.325
Toronto Raptors,2011,3-10 ft,0.157
Toronto Raptors,2011,10-16 ft,0.112
Toronto Raptors,2011,Over 16 ft,0.245
Toronto Raptors,2011,3P Corner,0.037908
Toronto Raptors,2011,3P Top,0.124092
Toronto Raptors,2012,0-3 ft,0.271
Toronto Raptors,2012,3-10 ft,0.151
Toronto Raptors,2012,10-16 ft,0.106
Toronto Raptors,2012,Over 16 ft,0.263
Toronto Raptors,2012,3P Corner,0.050369
Toronto Raptors,2012,3P Top,0.158631
Toronto Raptors,2013,0-3 ft,0.239
Toronto Raptors,2013,3-10 ft,0.169
Toronto Raptors,2013,10-16 ft,0.123
Toronto Raptors,2013,Over 16 ft,0.22
Toronto Raptors,2013,3P Corner,0.05229
Toronto Raptors,2013,3P Top,0.19671
Toronto Raptors,2014,0-3 ft,0.226
Toronto Raptors,2014,3-10 ft,0.206
Toronto Raptors,2014,10-16 ft,0.103
Toronto Raptors,2014,Over 16 ft,0.181
Toronto Raptors,2014,3P Corner,0.073815
Toronto Raptors,2014,3P Top,0.211185
Toronto Raptors,2015,0-3 ft,0.253
Toronto Raptors,2015,3-10 ft,0.195
Toronto Raptors,2015,10-16 ft,0.104
Toronto Raptors,2015,Over 16 ft,0.146
Toronto Raptors,2015,3P Corner,0.078822
Toronto Raptors,2015,3P Top,0.223178
Toronto Raptors,2016,0-3 ft,0.277
Toronto Raptors,2016,3-10 ft,0.187
Toronto Raptors,2016,10-16 ft,0.111
Toronto Raptors,2016,Over 16 ft,0.139
Toronto Raptors,2016,3P Corner,0.08323
Toronto Raptors,2016,3P Top,0.20377
Toronto Raptors,2017,0-3 ft,0.254
Toronto Raptors,2017,3-10 ft,0.185
Toronto Raptors,2017,10-16 ft,0.12
Toronto Raptors,2017,Over 16 ft,0.153
Toronto Raptors,2017,3P Corner,0.078897
Toronto Raptors,2017,3P Top,0.210103
Toronto Raptors,2018,0-3 ft,0.291
Toronto Raptors,2018,3-10 ft,0.16
Toronto Raptors,2018,10-16 ft,0.098
Toronto Raptors,2018,Over 16 ft,0.074
Toronto Raptors,2018,3P Corner,0.091611
Toronto Raptors,2018,3P Top,0.285389
Utah Jazz,2001,0-3 ft,0.348
Utah Jazz,2001,3-10 ft,0.134
Utah Jazz,2001,10-16 ft,0.124
Utah Jazz,2001,Over 16 ft,0.259
Utah Jazz,2001,3P Corner,0.036585
Utah Jazz,2001,3P Top,0.098415
Utah Jazz,2002,0-3 ft,0.38
Utah Jazz,2002,3-10 ft,0.102
Utah Jazz,2002,10-16 ft,0.124
Utah Jazz,2002,Over 16 ft,0.261
Utah Jazz,2002,3P Corner,0.02838
Utah Jazz,2002,3P Top,0.10362
Utah Jazz,2003,0-3 ft,0.337
Utah Jazz,2003,3-10 ft,0.111
Utah Jazz,2003,10-16 ft,0.139
Utah Jazz,2003,Over 16 ft,0.31
Utah Jazz,2003,3P Corner,0.0208
Utah Jazz,2003,3P Top,0.0832
Utah Jazz,2004,0-3 ft,0.357
Utah Jazz,2004,3-10 ft,0.085
Utah Jazz,2004,10-16 ft,0.104
Utah Jazz,2004,Over 16 ft,0.327
Utah Jazz,2004,3P Corner,0.029083
Utah Jazz,2004,3P Top,0.097917
Utah Jazz,2005,0-3 ft,0.336
Utah Jazz,2005,3-10 ft,0.093
Utah Jazz,2005,10-16 ft,0.137
Utah Jazz,2005,Over 16 ft,0.312
Utah Jazz,2005,3P Corner,0.030492
Utah Jazz,2005,3P Top,0.090508
Utah Jazz,2006,0-3 ft,0.348
Utah Jazz,2006,3-10 ft,0.097
Utah Jazz,2006,10-16 ft,0.109
Utah Jazz,2006,Over 16 ft,0.297
Utah Jazz,2006,3P Corner,0.019221
Utah Jazz,2006,3P Top,0.129779
Utah Jazz,2007,0-3 ft,0.359
Utah Jazz,2007,3-10 ft,0.107
Utah Jazz,2007,10-16 ft,0.113
Utah Jazz,2007,Over 16 ft,0.257
Utah Jazz,2007,3P Corner,0.025917
Utah Jazz,2007,3P Top,0.137083
Utah Jazz,2008,0-3 ft,0.375
Utah Jazz,2008,3-10 ft,0.099
Utah Jazz,2008,10-16 ft,0.1
Utah Jazz,2008,Over 16 ft,0.26
Utah Jazz,2008,3P Corner,0.03237
Utah Jazz,2008,3P Top,0.13363
Utah Jazz,2009,0-3 ft,0.379
Utah Jazz,2009,3-10 ft,0.101
Utah Jazz,2009,10-16 ft,0.091
Utah Jazz,2009,Over 16 ft,0.259
Utah Jazz,2009,3P Corner,0.034645
Utah Jazz,2009,3P Top,0.134355
Utah Jazz,2010,0-3 ft,0.383
Utah Jazz,2010,3-10 ft,0.121
Utah Jazz,2010,10-16 ft,0.092
Utah Jazz,2010,Over 16 ft,0.22
Utah Jazz,2010,3P Corner,0.03772
Utah Jazz,2010,3P Top,0.14628
Utah Jazz,2011,0-3 ft,0.296
Utah Jazz,2011,3-10 ft,0.181
Utah Jazz,2011,10-16 ft,0.111
Utah Jazz,2011,Over 16 ft,0.221
Utah Jazz,2011,3P Corner,0.035144
Utah Jazz,2011,3P Top,0.155856
Utah Jazz,2012,0-3 ft,0.287
Utah Jazz,2012,3-10 ft,0.238
Utah Jazz,2012,10-16 ft,0.118
Utah Jazz,2012,Over 16 ft,0.204
Utah Jazz,2012,3P Corner,0.030294
Utah Jazz,2012,3P Top,0.122706
Utah Jazz,2013,0-3 ft,0.274
Utah Jazz,2013,3-10 ft,0.192
Utah Jazz,2013,10-16 ft,0.105
Utah Jazz,2013,Over 16 ft,0.224
Utah Jazz,2013,3P Corner,0.045114
Utah Jazz,2013,3P Top,0.160886
Utah Jazz,2014,0-3 ft,0.281
Utah Jazz,2014,3-10 ft,0.177
Utah Jazz,2014,10-16 ft,0.106
Utah Jazz,2014,Over 16 ft,0.199
Utah Jazz,2014,3P Corner,0.057828
Utah Jazz,2014,3P Top,0.179172
Utah Jazz,2015,0-3 ft,0.296
Utah Jazz,2015,3-10 ft,0.173
Utah Jazz,2015,10-16 ft,0.096
Utah Jazz,2015,Over 16 ft,0.161
Utah Jazz,2015,3P Corner,0.07535
Utah Jazz,2015,3P Top,0.19865
Utah Jazz,2016,0-3 ft,0.282
Utah Jazz,2016,3-10 ft,0.177
Utah Jazz,2016,10-16 ft,0.119
Utah Jazz,2016,Over 16 ft,0.126
Utah Jazz,2016,3P Corner,0.093258
Utah Jazz,2016,3P Top,0.203742
Utah Jazz,2017,0-3 ft,0.297
Utah Jazz,2017,3-10 ft,0.152
Utah Jazz,2017,10-16 ft,0.105
Utah Jazz,2017,Over 16 ft,0.118
Utah Jazz,2017,3P Corner,0.09156
Utah Jazz,2017,3P Top,0.23544
Utah Jazz,2018,0-3 ft,0.284
Utah Jazz,2018,3-10 ft,0.151
Utah Jazz,2018,10-16 ft,0.1
Utah Jazz,2018,Over 16 ft,0.108
Utah Jazz,2018,3P Corner,0.095676
Utah Jazz,2018,3P Top,0.261324
Washington Wizards,2001,0-3 ft,0.249
Washington Wizards,2001,3-10 ft,0.219
Washington Wizards,2001,10-16 ft,0.199
Washington Wizards,2001,Over 16 ft,0.202
Washington Wizards,2001,3P Corner,0.028296
Washington Wizards,2001,3P Top,0.102704
Washington Wizards,2002,0-3 ft,0.214
Washington Wizards,2002,3-10 ft,0.159
Washington Wizards,2002,10-16 ft,0.222
Washington Wizards,2002,Over 16 ft,0.287
Washington Wizards,2002,3P Corner,0.019824
Washington Wizards,2002,3P Top,0.098176
Washington Wizards,2003,0-3 ft,0.231
Washington Wizards,2003,3-10 ft,0.13
Washington Wizards,2003,10-16 ft,0.203
Washington Wizards,2003,Over 16 ft,0.309
Washington Wizards,2003,3P Corner,0.035052
Washington Wizards,2003,3P Top,0.091948
Washington Wizards,2004,0-3 ft,0.29
Washington Wizards,2004,3-10 ft,0.18
Washington Wizards,2004,10-16 ft,0.123
Washington Wizards,2004,Over 16 ft,0.213
Washington Wizards,2004,3P Corner,0.041516
Washington Wizards,2004,3P Top,0.152484
Washington Wizards,2005,0-3 ft,0.268
Washington Wizards,2005,3-10 ft,0.188
Washington Wizards,2005,10-16 ft,0.118
Washington Wizards,2005,Over 16 ft,0.206
Washington Wizards,2005,3P Corner,0.04576
Washington Wizards,2005,3P Top,0.17424
Washington Wizards,2006,0-3 ft,0.287
Washington Wizards,2006,3-10 ft,0.164
Washington Wizards,2006,10-16 ft,0.093
Washington Wizards,2006,Over 16 ft,0.247
Washington Wizards,2006,3P Corner,0.037411
Washington Wizards,2006,3P Top,0.171589
Washington Wizards,2007,0-3 ft,0.294
Washington Wizards,2007,3-10 ft,0.121
Washington Wizards,2007,10-16 ft,0.079
Washington Wizards,2007,Over 16 ft,0.269
Washington Wizards,2007,3P Corner,0.049296
Washington Wizards,2007,3P Top,0.187704
Washington Wizards,2008,0-3 ft,0.285
Washington Wizards,2008,3-10 ft,0.145
Washington Wizards,2008,10-16 ft,0.098
Washington Wizards,2008,Over 16 ft,0.231
Washington Wizards,2008,3P Corner,0.043621
Washington Wizards,2008,3P Top,0.197379
Washington Wizards,2009,0-3 ft,0.317
Washington Wizards,2009,3-10 ft,0.154
Washington Wizards,2009,10-16 ft,0.107
Washington Wizards,2009,Over 16 ft,0.242
Washington Wizards,2009,3P Corner,0.03456
Washington Wizards,2009,3P Top,0.14544
Washington Wizards,2010,0-3 ft,0.279
Washington Wizards,2010,3-10 ft,0.148
Washington Wizards,2010,10-16 ft,0.116
Washington Wizards,2010,Over 16 ft,0.274
Washington Wizards,2010,3P Corner,0.042639
Washington Wizards,2010,3P Top,0.140361
Washington Wizards,2011,0-3 ft,0.281
Washington Wizards,2011,3-10 ft,0.171
Washington Wizards,2011,10-16 ft,0.129
Washington Wizards,2011,Over 16 ft,0.247
Washington Wizards,2011,3P Corner,0.050224
Washington Wizards,2011,3P Top,0.121776
Washington Wizards,2012,0-3 ft,0.299
Washington Wizards,2012,3-10 ft,0.167
Washington Wizards,2012,10-16 ft,0.109
Washington Wizards,2012,Over 16 ft,0.227
Washington Wizards,2012,3P Corner,0.057624
Washington Wizards,2012,3P Top,0.138376
Washington Wizards,2013,0-3 ft,0.238
Washington Wizards,2013,3-10 ft,0.177
Washington Wizards,2013,10-16 ft,0.145
Washington Wizards,2013,Over 16 ft,0.216
Washington Wizards,2013,3P Corner,0.07359
Washington Wizards,2013,3P Top,0.14941
Washington Wizards,2014,0-3 ft,0.273
Washington Wizards,2014,3-10 ft,0.143
Washington Wizards,2014,10-16 ft,0.116
Washington Wizards,2014,Over 16 ft,0.221
Washington Wizards,2014,3P Corner,0.075276
Washington Wizards,2014,3P Top,0.170724
Washington Wizards,2015,0-3 ft,0.286
Washington Wizards,2015,3-10 ft,0.142
Washington Wizards,2015,10-16 ft,0.138
Washington Wizards,2015,Over 16 ft,0.23
Washington Wizards,2015,3P Corner,0.056637
Washington Wizards,2015,3P Top,0.146363
Washington Wizards,2016,0-3 ft,0.291
Washington Wizards,2016,3-10 ft,0.129
Washington Wizards,2016,10-16 ft,0.111
Washington Wizards,2016,Over 16 ft,0.188
Washington Wizards,2016,3P Corner,0.069372
Washington Wizards,2016,3P Top,0.212628
Washington Wizards,2017,0-3 ft,0.3
Washington Wizards,2017,3-10 ft,0.137
Washington Wizards,2017,10-16 ft,0.108
Washington Wizards,2017,Over 16 ft,0.169
Washington Wizards,2017,3P Corner,0.072136
Washington Wizards,2017,3P Top,0.211864
Washington Wizards,2018,0-3 ft,0.243
Washington Wizards,2018,3-10 ft,0.159
Washington Wizards,2018,10-16 ft,0.139
Washington Wizards,2018,Over 16 ft,0.149
Washington Wizards,2018,3P Corner,0.05952
Washington Wizards,2018,3P Top,0.25048
